code,title,department_code,active,compulsory,semester,category,start_year,finish_year,credits,branch,type,class_work_marks,mid_sem_marks,final_marks,total_marks,lecture_part,tutorial_part,practical_part
PK325N,Tech. of Value Added Petrochem.,PK,FALSE,TRUE,6,DC,2004,2010,4,PK,T,15,25,60,100,3,1,0
PK328,Ind. Instr. & Instr. Method of Anal.,PK,TRUE,FALSE,5,OE,2001,NULL,4,OE,T,15,25,60,100,3,1,0
PK328A,Proc. Equipment & Piping Design,PK,FALSE,FALSE,6,DE,2004,2010,4,PK,T,15,25,60,100,3,1,0
PK328B,Pressure Vessel & Piping Design,PK,FALSE,FALSE,6,DE,2004,2010,4,PK,T,15,25,60,100,3,1,0
PK328C,Combustion Technology,PK,FALSE,FALSE,6,DE,2004,2010,4,PK,T,15,25,60,100,3,1,0
PK329,Select. Topics in Petroleum Proc.,PK,TRUE,FALSE,5,OE,2001,NULL,4,OE,T,15,25,60,100,3,1,0
PK331,Refinery Engineering Calculations,PK,FALSE,TRUE,5,DC,2011,2016,4,PK,T,15,25,60,100,3,1,0
PK341A,Heterogeneous Reaction Engineering,PK,FALSE,FALSE,6,DE,2011,2016,4,PK,T,15,25,60,100,3,1,0
PK341B,Catalysis,PK,FALSE,FALSE,6,DE,2011,2016,4,PK,T,15,25,60,100,3,1,0
PK341C,Chemical Reactor Design,PK,FALSE,FALSE,6,DE,2011,2016,4,PK,T,15,25,60,100,3,1,0
PK342,Petrochemical Technology I,PK,FALSE,TRUE,6,DC,2011,2016,4,PK,T,15,25,60,100,3,1,0
PK343,"Health, Safety & Env. In Hydcarb. Ind.",PK,FALSE,TRUE,6,DC,2011,2016,4,PK,T,15,25,60,100,3,1,0
PK391,Petrol. Test. & Polymer Ident. Lab,PK,FALSE,TRUE,5,DC,2004,2010,1.5,PK,P,60,NULL,40,100,0,1,2
PK392N,Design of HC Process. Equipments,PK,FALSE,TRUE,6,DC,2004,2010,2,PK,P,60,NULL,40,100,0,1,2
PK393,Computer Applications Lab.,PK,FALSE,TRUE,5,DC,2011,2016,2,PK,P,60,0,60,100,0,1,2
PK394,Reaction Engg. Lab.,PK,FALSE,TRUE,6,DC,2011,2016,2,PK,P,60,0,40,100,0,1,2
PK395,Process Equipment Design,PK,FALSE,TRUE,6,DC,2011,2016,2,PK,P,60,0,40,100,0,1,2
PK411,Process Dynamics & Control,PK,FALSE,TRUE,7,DC,2001,2016,4,PK,T,15,25,60,100,3,1,0
PK412N,Process Engg. & Plant Design,PK,FALSE,TRUE,7,DC,2004,2010,4,PK,T,15,25,60,100,3,1,0
PK413N,Refinery Engg. Calculations,PK,FALSE,TRUE,7,DC,2004,2010,4,PK,T,15,25,60,100,3,1,0
PK417A,Gas Utilization & Conversion Tech.,PK,FALSE,FALSE,7,DE,2004,2010,4,PK,T,15,25,60,100,3,1,0
PK417B,Gas Storage & Transportation,PK,FALSE,FALSE,7,DE,2004,2010,4,PK,T,15,25,60,100,3,1,0
PK417C,Coal Conversion Processes,PK,FALSE,FALSE,7,DE,2004,2010,4,PK,T,15,25,60,100,3,1,0
PK417D,Synthetic Fuels,PK,FALSE,FALSE,7,DE,2004,2010,4,PK,T,15,25,60,100,3,1,0
PK418A,Fertilizer Technology,PK,FALSE,FALSE,7,DE,2004,2010,4,PK,T,15,25,60,100,3,1,0
PK418B,Select. Topics in Petrochem. Engg.,PK,FALSE,FALSE,7,DE,2004,2010,4,PK,T,15,25,60,100,3,1,0
PK418C,Biofertilizer,PK,FALSE,FALSE,7,DE,2004,2010,4,PK,T,15,25,60,100,3,1,0
PK418D,Bioprocess Engineering,PK,FALSE,FALSE,7,DE,2004,2010,4,PK,T,15,25,60,100,3,1,0
PK418E,Biochemical Engineering,PK,FALSE,FALSE,7,DE,2004,2010,4,PK,T,15,25,60,100,3,1,0
PK419A,Econ. & Geopolitics of Hydrocarb.,PK,TRUE,FALSE,5,OE,2001,NULL,4,OE,T,15,25,60,100,3,1,0
PK419B,Risk Assessment in HC Industries,PK,TRUE,FALSE,5,OE,2001,NULL,4,OE,T,15,25,60,100,3,1,0
PK419C,Drilling Engineering,PK,TRUE,FALSE,5,OE,2001,NULL,4,OE,T,15,25,60,100,3,1,0
PK419D,Computational Fluid Dynamics,PK,TRUE,FALSE,5,OE,2001,NULL,4,OE,T,15,25,60,100,3,1,0
PK419E,Production & Reservoir Engg.,PK,TRUE,FALSE,5,OE,2001,NULL,4,OE,T,15,25,60,100,3,1,0
PK419F,Project Management,PK,TRUE,FALSE,5,OE,2001,NULL,4,OE,T,15,25,60,100,3,1,0
PK421,Corrosion & its Con. in HC Pro. Ind.,PK,TRUE,FALSE,5,OE,2001,NULL,4,OE,T,15,25,60,100,3,1,0
PK421N,Plant Safety & Pollution Control,PK,FALSE,TRUE,8,DC,2004,2010,4,PK,T,15,25,60,100,3,1,0
PK422N,Process Utilit. & Energy Manag.,PK,FALSE,TRUE,8,DC,2004,2016,4,PK,T,15,25,60,100,3,1,0
PK427A,Industrial Instrumentation,PK,FALSE,FALSE,8,DE,2004,2010,4,PK,T,15,25,60,100,3,1,0
PK427B,Process Integration,PK,FALSE,FALSE,8,DE,2004,2010,4,PK,T,15,25,60,100,3,1,0
PK427C,Corrosion & Its Control in Pet. Ind.,PK,FALSE,FALSE,8,DE,2004,2010,4,PK,T,15,25,60,100,3,1,0
PK427D,Plastic Waste Management,PK,FALSE,FALSE,8,DE,2004,2010,4,PK,T,15,25,60,100,3,1,0
PK428A,Process Modeling & Simulation,PK,TRUE,FALSE,5,OE,2001,NULL,4,OE,T,15,25,60,100,3,1,0
PK428B,Process Optimization,PK,TRUE,FALSE,5,OE,2001,NULL,4,OE,T,15,25,60,100,3,1,0
PK428C,Exploration & Drilling Engg.,PK,TRUE,FALSE,5,OE,2001,NULL,4,OE,T,15,25,60,100,3,1,0
PK428D,Structure Property Relationships,PK,TRUE,FALSE,5,OE,2001,NULL,4,OE,T,15,25,60,100,3,1,0
PK428E,Petroleum Geology & Explor. Tech.,PK,TRUE,FALSE,5,OE,2001,NULL,4,OE,T,15,25,60,100,3,1,0
PK429,Computer Aided Process Control,PK,TRUE,FALSE,5,OE,2001,NULL,4,OE,T,15,25,60,100,3,1,0
PK430,Polymer Processing,PK,TRUE,FALSE,5,OE,2001,NULL,4,OE,T,15,25,60,100,3,1,0
PK431,Plant Design & Economics,PK,FALSE,TRUE,7,DC,2011,2016,4,PK,T,15,25,60,100,3,1,0
PK432,Petrochemical Technology II,PK,FALSE,TRUE,7,DC,2011,2016,4,PK,T,15,25,60,100,3,1,0
PK433,Polymer Science And Technology,PK,FALSE,TRUE,7,DC,2011,2016,4,PK,T,15,25,60,100,3,1,0
PK441A,Process Instrumentation,PK,FALSE,FALSE,8,DE,2011,2016,4,PK,T,15,25,60,100,3,1,0
PK441B,Piping and Instrumentation,PK,FALSE,FALSE,8,DE,2011,2016,4,PK,T,15,25,60,100,3,1,0
PK441C,Instrumentation Engineering,PK,FALSE,FALSE,8,DE,2011,2016,4,PK,T,15,25,60,100,3,1,0
PK442A,Fertilizer Technology,PK,FALSE,FALSE,8,DE,2011,2016,4,PK,T,15,25,60,100,3,1,0
PK442B,Coal and Gas Conversion Technology,PK,FALSE,FALSE,8,DE,2011,2016,4,PK,T,15,25,60,100,3,1,0
PK442C,Select. Topics in Refining and Petrochemicals,PK,FALSE,FALSE,8,DE,2011,2016,4,PK,T,15,25,60,100,3,1,0
PK443J,Polymer Structure Property Relationship,PK,TRUE,FALSE,5,OE,2011,NULL,4,OE,T,15,25,60,100,3,1,0
PK443L,Industrial Instrumentation,PK,TRUE,FALSE,5,OE,2011,NULL,4,OE,T,15,25,60,100,3,1,0
PK443P,Process Design and Integration,PK,TRUE,FALSE,5,OE,2001,NULL,4,OE,T,15,25,60,100,3,1,0
PK481,Seminar,PK,FALSE,TRUE,7,DC,2011,2016,2,PK,P,60,0,40,100,0,1,2
PK490,Project,PK,FALSE,TRUE,8,DC,2001,2010,6,PK,P,60,NULL,40,100,0,1,2
PK490A,Project,PK,FALSE,TRUE,7,DC,2001,2010,3,PK,P,60,NULL,40,100,0,1,2
PK490B,Project,PK,FALSE,TRUE,8,DC,2001,2010,3,PK,P,60,NULL,40,100,0,1,2
PK491,"Lit. Surv., Rep. Writing & Seminar",PK,FALSE,TRUE,7,DC,2004,2010,1.5,PK,P,60,NULL,40,100,0,1,2
PK492,Proc. Cont. & Reaction Engg. Lab,PK,FALSE,TRUE,8,DC,2004,2010,1.5,PK,P,60,NULL,40,100,0,1,2
PK493A,Project Phase-I,PK,FALSE,TRUE,7,DC,2011,2016,4,PK,P,60,0,40,100,0,4,0
PK493B,Project Phase-II,PK,FALSE,TRUE,8,DC,2011,2016,4,PK,P,60,0,40,100,0,4,0
PK494,Instr. And Process Control Lab.,PK,FALSE,TRUE,8,DC,2011,2016,2,PK,P,60,0,40,100,0,1,2
PK495,Polymer Laboratory,PK,FALSE,TRUE,8,DC,2011,2016,2,PK,P,60,0,40,100,0,1,2
PKC2010,Basic Principles of Chemical Engineering,PK,TRUE,TRUE,3,DC,2017,NULL,4,PK,T,15,25,60,100,3,1,0
PKC2030,Chemistry of Hydrocarbons,PK,TRUE,TRUE,3,DC,2017,NULL,4,PK,T,15,25,60,100,3,1,0
PKC2050,Fluid Mechanics,PK,TRUE,TRUE,3,DC,2017,NULL,4,PK,T,15,25,60,100,3,1,0
PKC2070,Reaction Kinetics and Reactor Design,PK,TRUE,TRUE,3,DC,2017,NULL,4,PK,T,15,25,60,100,3,1,0
PKC2080,Alternate Fuels and Energy Resources,PK,TRUE,TRUE,4,DC,2017,NULL,3,PK,T,15,25,60,100,2,1,0
PKC2090,Fluid -Particle Operations,PK,TRUE,TRUE,3,DC,2017,NULL,4,PK,T,15,25,60,100,3,1,0
PKC2920,Petroleum Testing Laboratory,PK,TRUE,TRUE,4,DC,2017,NULL,2,PK,P,60,0,40,100,0,1,2
PKC3010,Petroleum Refining Processes,PK,TRUE,TRUE,5,DC,2017,NULL,4,PK,T,15,25,60,100,3,1,0
PKC3020,Petrochemical Technology - I,PK,TRUE,TRUE,6,DC,2017,NULL,3,PK,T,15,25,60,100,2,1,0
PKC3030,Heat Transfer Operations,PK,TRUE,TRUE,5,DC,2017,NULL,4,PK,T,15,25,60,100,3,1,0
PKC3040,Transport Phenomena,PK,TRUE,TRUE,6,DC,2017,NULL,4,PK,T,15,25,60,100,3,1,0
PKC3050,Mass Transfer Operations,PK,TRUE,TRUE,5,DC,2017,NULL,4,PK,T,15,25,60,100,3,1,0
PKC3060,Process Engineering and Equipment Design,PK,TRUE,TRUE,6,DC,2017,NULL,4,PK,T,15,25,60,100,3,1,0
PKC3070,Refinery Engineering Calculations,PK,TRUE,TRUE,5,DC,2017,NULL,4,PK,T,15,25,60,100,3,1,0
PKC3080,Natural Gas Processing,PK,TRUE,TRUE,6,DC,2017,NULL,4,PK,T,15,25,60,100,3,1,0
PKC3910,Computer Applications Laboratory,PK,TRUE,TRUE,5,DC,2017,NULL,2,PK,P,60,0,40,100,0,1,2
PKC3920,Reaction Engg. Laboratory,PK,TRUE,TRUE,6,DC,2017,NULL,2,PK,P,60,0,40,100,0,1,2
PKC3940,Process Equipment Design,PK,TRUE,TRUE,6,DC,2017,NULL,2,PK,P,60,0,40,100,0,1,2
PKC4010,Process Dynamics and Control,PK,TRUE,TRUE,7,DC,2017,NULL,4,PK,T,15,25,60,100,3,1,0
PKC4020,Process Utilities and Energy Management,PK,TRUE,TRUE,8,DC,2017,NULL,4,PK,T,15,25,60,100,3,1,0
PKC4030,Plant Design & Economics,PK,TRUE,TRUE,7,DC,2017,NULL,4,PK,T,15,25,60,100,3,1,0
PKC4050,Petrochemical Technology II,PK,TRUE,TRUE,7,DC,2017,NULL,4,PK,T,15,25,60,100,3,1,0
PKC4070,Polymer Science and Technology,PK,TRUE,TRUE,7,DC,2017,NULL,4,PK,T,15,25,60,100,3,1,0
PKC4810,Seminar,PK,TRUE,TRUE,7,DC,2017,NULL,2,PK,P,60,0,40,100,0,1,2
PKC4820,Industrial Visit/Training,PK,TRUE,TRUE,8,DC,2017,NULL,1,PK,P,100,0,0,100,NULL,NULL,NULL
PKC4920,Instrumentation and Process Control Laboratory,PK,TRUE,TRUE,8,DC,2017,NULL,2,PK,P,60,0,40,100,0,1,2
PKC4940,Polymer Laboratory,PK,TRUE,TRUE,8,DC,2017,NULL,2,PK,P,60,0,40,100,0,1,2
PKC4970,Project Phase I,PK,TRUE,TRUE,7,DC,2017,NULL,3,PK,P,60,0,40,100,0,3,0
PKC4980,Project Phase II,PK,TRUE,TRUE,8,DC,2017,NULL,3,PK,P,60,0,40,100,0,3,0
PKH2060,"Health, Safety and Environment management",PK,TRUE,TRUE,4,HM,2017,NULL,3,PK,T,15,25,60,100,2,1,0
